time/total_timesteps,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,train/clip_range,train/std,train/loss,train/approx_kl,train/entropy_loss,train/learning_rate,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/value_loss,train/explained_variance,rollout/ep_len_mean
66584576,6908,9638,254,2.4603155563399195,0.2,0.31966739892959595,-0.016302447766065598,0.010065146,-1.823874717578292,0.0003,0.1433110237121582,1937,0.0018317085455237248,0.0013371600534810568,0.6573005020618439,236.12
66846720,6935,9637,255,2.48419454485178,0.2,0.31857535243034363,-0.01977008581161499,0.010921586,-1.7926717875525355,0.0003,0.13155174255371094,1945,0.001525944770037313,0.0018229962324767257,0.612440675497055,239.99
67108864,6962,9638,256,2.4368218003585933,0.2,0.3165878653526306,-0.01889386773109436,0.009626626,-1.7606116412207484,0.0003,0.13856983184814453,1953,0.0016619847747278982,0.0014906665683156461,0.6243706047534943,228.92
67371008,6989,9638,257,2.440546684525907,0.2,0.314272940158844,-0.017963116988539696,0.009960981,-1.7097673481330276,0.0003,0.13366270065307617,1961,0.0017413819518878881,0.0013042184446021565,0.6579321324825287,240.25
67633152,7016,9638,258,2.488455160930753,0.2,0.3126354217529297,-0.016719425097107887,0.009267155,-1.672215385362506,0.0003,0.13091230392456055,1969,0.0013525829381251242,0.001656241078308085,0.6161999702453613,234.66
67895296,7044,9638,259,2.5655750665068626,0.2,0.3108702600002289,-0.01437239907681942,0.012923704,-1.6315729636698961,0.0003,0.13434553146362305,1977,0.0014678826646559173,0.0013438952946671634,0.676297128200531,238.01
68157440,7069,9640,260,2.6718545066192747,0.2,0.31086215376853943,0.008510357700288296,0.020667428,-1.6217499574025471,0.0003,0.25360107421875,1978,0.012180021964013577,0.0011325404436017077,0.6896260976791382,243.49
68419584,7096,9641,261,2.57536268889904,0.2,0.3092840313911438,0.005820727441459894,0.018817533,-1.604030081629753,0.0003,0.134735107421875,1981,0.0029876313856220804,0.0010997991717886179,0.6912790238857269,243.89
68681728,7122,9642,262,2.489778344333172,0.2,0.3077610731124878,0.0024729862343519926,0.01702646,-1.5641083799559494,0.0003,0.14309446839080459,1987,0.003172800438639162,0.00131845828440126,0.6406068801879883,242.67
68943872,7149,9643,263,2.425653671640903,0.2,0.3063885569572449,0.0004430860572028905,0.015723506,-1.531946183532797,0.0003,0.16847737630208334,1993,0.0038526233796390796,0.001310059213660337,0.6745045483112335,237.44
69206016,7176,9643,264,2.2878105048835278,0.2,0.3046185076236725,-0.01552877388894558,0.008506654,-1.4939105147495866,0.0003,0.13314008712768555,2001,0.001650558655455825,0.001205994475640182,0.6952146291732788,238.97
69468160,7202,9644,265,2.481552725918591,0.2,0.30289456248283386,-0.014084124006330967,0.009473449,-1.4547418458387256,0.0003,0.13971853256225586,2009,0.001604090358796384,0.0013134948294464266,0.7201233804225922,243.03
69730304,7229,9645,266,2.5454827012121677,0.2,0.30237287282943726,0.006968196015805006,0.03797625,-1.4378931775237576,0.0003,0.18216589725378787,2012,0.0050420140473623615,0.0025255179956950474,0.6528676152229309,238.76
69992448,7256,9646,267,2.3002942744316535,0.2,0.30073705315589905,-0.011732951737940311,0.010867146,-1.4062674278393388,0.0003,0.1404871940612793,2020,0.001213094916238333,0.001724747811749694,0.6778116524219513,232.01
70254592,7283,9646,268,2.251268611755222,0.2,0.298942506313324,-0.010392704047262669,0.012319522,-1.3647526940330863,0.0003,0.14486408233642578,2028,0.0020816409191866114,0.001147786246292526,0.7232396602630615,238.16
70516736,7310,9646,269,2.4377722692489625,0.2,0.2973688840866089,-0.011180300265550613,0.012433992,-1.331883292645216,0.0003,0.15215587615966797,2036,0.0030982319208305853,0.001408287619597104,0.6940103769302368,239.18
70778880,7337,9646,270,2.471631235773675,0.2,0.29540953040122986,-0.013444114476442337,0.008792735,-1.2878388101235032,0.0003,0.13072490692138672,2044,0.0015547604616585886,0.0009819566253099765,0.7543251216411591,238.17
71041024,7363,9648,271,2.390611596032977,0.2,0.2953980565071106,0.00892582256346941,0.018721791,-1.2740955352783203,0.0003,0.24770100911458334,2045,0.01061527788018187,0.0012937738792970777,0.7043240070343018,235.39
71303168,7389,9649,272,2.7516320550441744,0.2,0.2947077453136444,-0.012014033272862434,0.010948177,-1.2642749100923538,0.0003,0.1483616828918457,2053,0.001406843087352172,0.0025902533934640815,0.6049074530601501,238.19
71565312,7416,9649,273,2.4584108980512247,0.2,0.29568415880203247,-0.003206720110028982,0.018092735,-1.2698673754930496,0.0003,0.1983489990234375,2055,0.0034123701389034977,0.010737222881289199,0.5016556680202484,229.94
71827456,7443,9650,274,2.634675933951512,0.2,0.29781240224838257,-0.010924451984465122,0.012533944,-1.3207993293181062,0.0003,0.19811487197875977,2063,0.0018880293514484947,0.014851951542368624,0.6028634905815125,227.9
72089600,7470,9650,275,2.956132222185843,0.2,0.29946157336235046,-0.009551473893225193,0.012486655,-1.3643641602247953,0.0003,0.1786355972290039,2071,0.0019123587271678844,0.015471229824470356,0.7240350246429443,221.55
72351744,7497,9650,276,2.475599428471178,0.2,0.3014763295650482,-0.01201048493385315,0.011559362,-1.4131864849478006,0.0003,0.17641735076904297,2079,0.0010931950887425046,0.020872313252766617,0.7649663686752319,229.44
72613888,7525,9649,277,3.0744708893075585,0.2,0.3035058081150055,-0.011605467647314072,0.011019926,-1.4576879916712642,0.0003,0.16889190673828125,2087,0.0018825980714609614,0.01943852289696224,0.7977535426616669,228.11
72876032,7552,9649,278,2.9533229402161667,0.2,0.3054848909378052,-0.013198953121900558,0.0109211765,-1.5068593500182033,0.0003,0.15209054946899414,2095,0.0008326922675223614,0.021267557720420882,0.8339517414569855,234.08
73138176,7579,9649,279,2.879850794125814,0.2,0.3057602047920227,-0.005181209184229374,0.018514704,-1.521872108632868,0.0003,0.20374090021306818,2096,0.004350686403499408,0.028930707411332565,0.830750584602356,215.72
73400320,7607,9648,280,3.1750758431712165,0.2,0.30709049105644226,-0.015141771174967289,0.011600161,-1.5487553933635354,0.0003,0.1508951187133789,2104,0.0014840577950963052,0.03392336436081678,0.8518233597278595,221.62
73662464,7635,9647,281,2.785620086127892,0.2,0.30879083275794983,-0.010776789858937263,0.010339372,-1.5820801919326186,0.0003,0.14337921142578125,2112,0.0011714020542967774,0.034944951185025275,0.8653370440006256,237.52
73924608,7663,9645,282,3.1243334593391046,0.2,0.31066328287124634,-0.013270163908600807,0.009476051,-1.6243035001680255,0.0003,0.14543581008911133,2120,0.0011517827638272138,0.032706457597669214,0.861628070473671,204.54
74186752,7692,9644,283,3.5008459177426996,0.2,0.3124616742134094,-0.01262159924954176,0.011187994,-1.6659665210172534,0.0003,0.16243839263916016,2128,0.001818851565985824,0.033479876787168905,0.8799126222729683,219.09
74448896,7719,9644,284,3.53222005921416,0.2,0.31304866075515747,-0.00555908540263772,0.021498462,-1.6820374185388738,0.0003,0.15659956498579544,2130,0.004404524066062136,0.03948486037552357,0.875359520316124,217.03
74711040,7747,9642,285,3.5018604559078814,0.2,0.31553125381469727,-0.012814673595130444,0.0118542835,-1.7316774800419807,0.0003,0.1536417007446289,2138,0.0014337661796162138,0.03959428984671831,0.877879872918129,227.09
74973184,7776,9640,286,4.517388485809788,0.2,0.31775522232055664,-0.015020467340946198,0.009454077,-1.780083866789937,0.0003,0.14451932907104492,2146,0.0013868434025425813,0.04137452141731046,0.8872747346758842,220.13
75235328,7805,9639,287,2.988995091021061,0.2,0.3194805681705475,-0.012035327963531017,0.010165809,-1.8201891239732504,0.0003,0.14906787872314453,2154,0.0012388759589612164,0.043514226883416995,0.8971213474869728,226.6
75497472,7833,9637,288,4.115806112363934,0.2,0.3210061192512512,-0.010487693361938,0.012386676,-1.8587889233604074,0.0003,0.15339040756225586,2162,0.0013434970628622978,0.04108222873765044,0.9032635614275932,219.21
75759616,7862,9636,289,4.980661200340837,0.2,0.3227367401123047,-0.010201267898082733,0.010566413,-1.8930207770317793,0.0003,0.14856958389282227,2170,0.0012839926000651758,0.04922072764020413,0.9054835364222527,222.95
76021760,7891,9633,290,3.7315745414653794,0.2,0.32442545890808105,-0.01619657874107361,0.008734888,-1.9285925570875406,0.0003,0.14541339874267578,2178,0.0016367790012736805,0.05377812293590978,0.905947633087635,223.25
76283904,7920,9631,291,4.176209174816031,0.2,0.32660460472106934,-0.01513013057410717,0.010253565,-1.9733312418684363,0.0003,0.1594996452331543,2186,0.002041555960659025,0.055518829758511856,0.9024548158049583,216.05
76546048,7949,9628,292,3.4111470024334265,0.2,0.32874783873558044,-0.012685267254710197,0.019712823,-2.0210730470716953,0.0003,0.14774084091186523,2194,0.002047105651399761,0.0583772600220982,0.8977648541331291,224.81
76808192,7979,9625,293,3.3798132468760014,0.2,0.33063966035842896,-0.011249189265072346,0.011971241,-2.063369631767273,0.0003,0.14658689498901367,2202,0.0010582031809462933,0.058105998527025804,0.9014711007475853,211.77
77070336,8008,9623,294,3.5594269451103173,0.2,0.33226943016052246,-0.014881880953907967,0.011798803,-2.1033218819648027,0.0003,0.1404256820678711,2210,0.001532027744815423,0.06184802862117067,0.9075840190052986,205.94
77332480,8037,9621,295,4.267919489145279,0.2,0.3324858844280243,0.0003523947671055794,0.012916753,-2.1112942045385186,0.0003,0.18119118430397727,2211,0.004706672847863625,0.05784380605274981,0.908900797367096,223.49
77594624,8067,9618,296,4.923261918502394,0.2,0.3340372145175934,-0.016993442550301552,0.009076025,-2.1411667596548796,0.0003,0.1255350112915039,2219,0.0008076327701473929,0.05866981705185026,0.9055629372596741,223.86
77856768,8096,9616,297,5.722877889596857,0.2,0.33405107259750366,0.008869673125445843,0.021553144,-2.147054592768351,0.0003,0.24257405598958334,2220,0.011609803807611266,0.057577395190795265,0.9068917706608772,224.11
78118912,8126,9613,298,5.026384205347858,0.2,0.33502185344696045,-0.01359308511018753,0.009646807,-2.1580392345786095,0.0003,0.10778045654296875,2222,0.001241861071321182,0.056105818250216544,0.899773046374321,229.34
78381056,8156,9609,299,3.825419583064504,0.2,0.3368447422981262,-0.017073819413781166,0.01022606,-2.197874391451478,0.0003,0.13281488418579102,2230,0.0012250296981619613,0.05807648994959891,0.8894302770495415,225.09
78643200,8187,9605,300,3.938322309106588,0.2,0.3382822573184967,-0.013270938768982887,0.014429737,-2.228837775066495,0.0003,0.13753509521484375,2238,0.0011155828051414574,0.06232379988068715,0.8856785520911217,225.61
78905344,8217,9602,301,4.94951977525372,0.2,0.3387205898761749,0.0053284261375665665,0.010480234,-2.2425688058137894,0.0003,0.13959503173828125,2239,0.0032281472158501856,0.0709588616155088,0.895379476249218,218.17
79167488,8248,9597,302,4.153719855025411,0.2,0.3397464156150818,-0.011951524764299393,0.009834195,-2.263666471466422,0.0003,0.12282180786132812,2247,0.0013779925088783784,0.08360692771384493,0.87749994546175,235.45
79429632,8279,9593,303,4.758324064746266,0.2,0.34098631143569946,-0.012254741974174976,0.009594904,-2.2846433483064175,0.0003,0.1417999267578125,2255,0.00200350841441832,0.06236910604638979,0.8877203613519669,218.76
79691776,8311,9588,304,2.995406409737188,0.2,0.34231752157211304,-0.017078999429941177,0.0075656576,-2.3140997160226107,0.0003,0.11760520935058594,2263,0.000756266671942285,0.05949712367146276,0.8953034728765488,230.84
79953920,8342,9584,305,5.173070047479123,0.2,0.3440733253955841,-0.011941684409976006,0.01201315,-2.3431700095534325,0.0003,0.14994287490844727,2271,0.002018441739892296,0.06030916341114789,0.8912367671728134,228.34
80216064,8373,9579,306,3.784016851140186,0.2,0.34574782848358154,-0.018907027319073677,0.011491265,-2.379865251481533,0.0003,0.12910127639770508,2279,0.0009538707781757694,0.058414234983501956,0.8898045420646667,231.64
80478208,8404,9575,307,3.473400976313278,0.2,0.34764209389686584,-0.018068086355924606,0.010427186,-2.4159541316330433,0.0003,0.1317448616027832,2287,0.0014194499558470852,0.047619953140383586,0.8982021659612656,230.53
80740352,8435,9571,308,3.2066417541634293,0.2,0.3496570289134979,-0.013561775907874107,0.01413999,-2.4524057786911726,0.0003,0.15287446975708008,2295,0.002455659733641369,0.057324544119182974,0.8915868476033211,230.45
81002496,8465,9568,309,2.7646506349695845,0.2,0.3498495817184448,-0.01706594228744507,0.013055245,-2.4693411588668823,0.0003,0.09660121372767858,2296,0.0009772910187686129,0.06416478274124009,0.8854854553937912,223.97
81264640,8497,9563,310,4.086298823000398,0.2,0.35154303908348083,-0.017622683197259903,0.009219829,-2.49521061219275,0.0003,0.13968849182128906,2304,0.00183712503667266,0.0612971925875172,0.9030857086181641,214.19
81526784,8528,9558,311,4.453844260389451,0.2,0.353349894285202,-0.017846159636974335,0.012007169,-2.5335405375808477,0.0003,0.13979578018188477,2312,0.001512584758529556,0.06948553762049414,0.9032166674733162,215.43
81788928,8560,9553,312,3.2705096514895557,0.2,0.3551953434944153,-0.01850646175444126,0.01219553,-2.571394670754671,0.0003,0.1340351104736328,2320,0.0014914693833816273,0.06809772265842184,0.9128644093871117,214.26
82051072,8592,9549,313,4.0727116834209305,0.2,0.3554689288139343,-0.0029009426943957806,0.012300107,-2.5811805725097656,0.0003,0.16434548117897727,2321,0.004856217737224969,0.07153716615655205,0.9198249876499176,226.99
82313216,8624,9543,314,6.284510254678317,0.2,0.3578081429004669,-0.018678873777389526,0.010692455,-2.6191097889095545,0.0003,0.1306290626525879,2329,0.0012981626477994723,0.08048899483401328,0.9244037121534348,220.96
82575360,8657,9538,315,5.689252716859337,0.2,0.35975173115730286,-0.019207466393709183,0.009075163,-2.660121100023389,0.0003,0.12625741958618164,2337,0.0007896082047409436,0.07910541881574318,0.9302799254655838,219.7
82837504,8689,9533,316,6.807144031086937,0.2,0.3604744076728821,0.0003572646528482437,0.011569664,-2.6758778651555377,0.0003,0.16163533528645832,2339,0.003939284776182225,0.08214660237232844,0.9363013654947281,216.05
83099648,8722,9527,317,8.217894131238573,0.2,0.36311042308807373,-0.019840678200125694,0.00915654,-2.7218439392745495,0.0003,0.12364912033081055,2347,0.0009402468917869555,0.08562446665018797,0.9356854185461998,228.58
83361792,8755,9521,318,7.430248488618527,0.2,0.36503204703330994,-0.018094506114721298,0.0080694165,-2.7616265416145325,0.0003,0.12822914123535156,2355,0.00118329116867244,0.08883571630576625,0.9383277036249638,225.17
83623936,8788,9514,319,7.2584982607699935,0.2,0.36677131056785583,-0.017802244052290916,0.009524462,-2.7966930586844683,0.0003,0.1416339874267578,2363,0.0014787286545470124,0.08308215759461746,0.9394328147172928,229.56
83886080,8821,9508,320,6.339833811698481,0.2,0.3685883581638336,-0.019460437819361687,0.011721186,-2.83324334025383,0.0003,0.13191604614257812,2371,0.001224946020556672,0.08044918935047463,0.9423879012465477,225.15
84148224,8855,9502,321,7.303957187803462,0.2,0.3703634440898895,-0.017651434987783432,0.009549632,-2.866006061434746,0.0003,0.13395452499389648,2379,0.001372374946186028,0.08187611226458102,0.9423875771462917,224.51
84410368,8888,9496,322,5.878903336576186,0.2,0.3720208406448364,-0.021328259259462357,0.008061978,-2.897367412224412,0.0003,0.1284923553466797,2387,0.00101520260432153,0.08476127416361123,0.9421938434243202,225.26
84672512,8921,9490,323,5.757668396921363,0.2,0.37377867102622986,-0.0203591026365757,0.008222089,-2.9350384660065174,0.0003,0.12764358520507812,2395,0.0011283187532171723,0.07926012511597946,0.947419922798872,231.16
84934656,8955,9484,324,9.738657728252,0.2,0.3755519986152649,-0.018833493813872337,0.009499296,-2.965314581990242,0.0003,0.13673973083496094,2403,0.0014239559322959394,0.08611670223763213,0.9479011781513691,212.34
85196800,8989,9477,325,9.82210844519548,0.2,0.37689706683158875,-0.021584821864962578,0.009004063,-2.99114216119051,0.0003,0.1243753433227539,2411,0.0006103167766013939,0.09065830369945616,0.9473327361047268,228.05
85458944,9022,9471,326,9.778515667002647,0.2,0.37869420647621155,-0.020863547921180725,0.010103431,-3.0205911360681057,0.0003,0.1252422332763672,2419,0.0009377637429679453,0.08557259244844317,0.9508565664291382,232.91
85721088,9056,9465,327,7.985371188521385,0.2,0.380484402179718,-0.02241731435060501,0.009459734,-3.0535690151154995,0.0003,0.13111400604248047,2427,0.0010805742927004758,0.0851262976648286,0.9504322968423367,210.46
85983232,9090,9458,328,8.805849678528029,0.2,0.3813607096672058,-0.022908244282007217,0.008863684,-3.076463535428047,0.0003,0.12905120849609375,2435,0.000820818613647134,0.0912076219683513,0.9500988908112049,220.76
86245376,9124,9451,329,8.10950626634527,0.2,0.38275155425071716,-0.019264552742242813,0.009475665,-3.097346879541874,0.0003,0.1272425651550293,2443,0.0013191367324907333,0.0934539915760979,0.9523392990231514,222.16
86507520,9159,9444,330,10.220642460770906,0.2,0.3840959668159485,-0.020953740924596786,0.008270998,-3.1266986299306154,0.0003,0.11419868469238281,2451,0.0008575365454817074,0.08845431741792709,0.9532416872680187,224.59
86769664,9194,9437,331,9.841686541521922,0.2,0.38566911220550537,-0.020603658631443977,0.009322378,-3.149312751367688,0.0003,0.12341785430908203,2459,0.0009234151139025926,0.10435096389846876,0.9522894509136677,216.05
87031808,9229,9429,332,10.540827282285317,0.2,0.3865516781806946,-0.020568786188960075,0.008731797,-3.1697487849742174,0.0003,0.1253199577331543,2467,0.0012556640422189957,0.0972822816693224,0.9525200724601746,207.13
87293952,9264,9422,333,13.16610328098759,0.2,0.3878408968448639,-0.024450555443763733,0.011237716,-3.1910679917782545,0.0003,0.1347355842590332,2475,0.001085482057533227,0.09763153735548258,0.9491706527769566,232.87
87556096,9299,9415,334,11.443428615471348,0.2,0.3896732032299042,-0.022959448397159576,0.008868864,-3.219809213653207,0.0003,0.1298661231994629,2483,0.0011660452980777336,0.0944776005926542,0.9519208297133446,213.7
87818240,9334,9408,335,9.55270530981943,0.2,0.3908255696296692,-0.023235049098730087,0.009110983,-3.2466343604028225,0.0003,0.12041568756103516,2491,0.00031226766031977604,0.09636493294965476,0.9529546312987804,210.67
88080384,9368,9401,336,10.806242005787789,0.2,0.392046719789505,-0.023986725136637688,0.008351279,-3.2672368474304676,0.0003,0.11348199844360352,2499,0.00033109832111222204,0.10254102002363652,0.9503156431019306,207.94
88342528,9403,9394,337,10.084684547940268,0.2,0.3934110403060913,-0.023335732519626617,0.010561685,-3.2900799177587032,0.0003,0.1336078643798828,2507,0.0011358000942891522,0.10083232267061248,0.9504956007003784,208.74
88604672,9438,9387,338,10.598120358178857,0.2,0.39474788308143616,-0.024030685424804688,0.0093703475,-3.3130406253039837,0.0003,0.11934614181518555,2515,0.0006383791096595814,0.09425150486640632,0.9551567733287811,220.71
88866816,9473,9380,339,12.509490860176738,0.2,0.39640775322914124,-0.022862620651721954,0.009772362,-3.3383097406476736,0.0003,0.13245153427124023,2523,0.0009387495761075115,0.10066658718278632,0.9528246521949768,230.03
89128960,9508,9373,340,11.246190211931243,0.2,0.3970871865749359,-0.024810243397951126,0.008810682,-3.3550240229815245,0.0003,0.12785816192626953,2531,0.0010230255720671266,0.10316368960775435,0.9566833339631557,218.06
89391104,9543,9366,341,12.813915492030793,0.2,0.39845970273017883,-0.021376462653279305,0.008845459,-3.3741662967950106,0.0003,0.11350250244140625,2539,0.0005466163734126894,0.10754178708884865,0.9557991810142994,223.84
89653248,9578,9359,342,13.093951844107359,0.2,0.39943259954452515,-0.022603880614042282,0.009363637,-3.3916708510369062,0.0003,0.11960697174072266,2547,0.0006538490083585202,0.11126458499347791,0.954132579267025,214.99
89915392,9613,9352,343,15.207551996437832,0.2,0.4009142220020294,-0.021287702023983,0.008583883,-3.4146677255630493,0.0003,0.12266731262207031,2555,0.0007571310420644295,0.10160390753298998,0.9584988467395306,212.77
90177536,9648,9345,344,13.235464697284623,0.2,0.40194976329803467,-0.02341601997613907,0.010424336,-3.43401120044291,0.0003,0.11669158935546875,2563,0.0005985176267131465,0.10614626342430711,0.9588330388069153,222.18
90439680,9683,9339,345,12.33704387774691,0.2,0.40311625599861145,-0.019007623195648193,0.008590857,-3.4538119435310364,0.0003,0.1122589111328125,2571,0.00034767870283758384,0.11487540963571519,0.9565500058233738,228.99
90701824,9718,9332,346,12.321573851434515,0.2,0.4050470292568207,-0.022808291018009186,0.010010056,-3.4823481533676386,0.0003,0.12839412689208984,2579,0.0010814668471539335,0.10812965960940346,0.9585544392466545,216.95
90963968,9753,9326,347,11.493188742753118,0.2,0.4062349498271942,-0.024471044540405273,0.009361978,-3.5056294053792953,0.0003,0.1238245964050293,2587,0.0007605002247146331,0.10498365684179589,0.9579464569687843,216.86
91226112,9788,9319,348,12.377053883858025,0.2,0.4077680706977844,-0.019524402916431427,0.009170715,-3.5296768061816692,0.0003,0.12395668029785156,2595,0.0005846941003255779,0.11603645468130708,0.9585044197738171,211.3
91488256,9823,9312,349,13.372701700245962,0.2,0.40858563780784607,-0.025139739736914635,0.010024941,-3.5463754553347826,0.0003,0.11819982528686523,2603,0.0003107041793555254,0.11297813610872254,0.9614839144051075,214.2
91750400,9858,9306,350,13.217133336949628,0.2,0.40973836183547974,-0.025328855961561203,0.00937937,-3.5634526889771223,0.0003,0.13042402267456055,2611,0.001055310857736913,0.1135653878445737,0.96028196439147,219.89
92012544,9893,9300,351,13.587440275652334,0.2,0.4110106825828552,-0.02282825857400894,0.0076567177,-3.581772319972515,0.0003,0.11253023147583008,2619,0.0005210488070588326,0.12210147746372968,0.9561956226825714,208.41
92274688,9927,9294,352,12.17608255295083,0.2,0.4123072326183319,-0.02287665382027626,0.009311633,-3.601564582437277,0.0003,0.1184377670288086,2627,0.001304740274008509,0.12569126242306083,0.9560832642018795,189.36
92536832,9962,9288,353,13.092641991553828,0.2,0.41305264830589294,-0.022674109786748886,0.0102414135,-3.6184699330478907,0.0003,0.11480522155761719,2635,7.537463397966349e-05,0.12028699519578367,0.958611249923706,209.2
92798976,9997,9282,354,13.676200908875325,0.2,0.41434842348098755,-0.020365256816148758,0.009537371,-3.637599915266037,0.0003,0.11506080627441406,2643,0.0005330663409495173,0.1227402831427753,0.9579515717923641,204.72
93061120,10032,9276,355,17.041345017114654,0.2,0.41606053709983826,-0.02300199680030346,0.007691049,-3.6621901262551546,0.0003,0.10700750350952148,2651,0.0003834617350548797,0.1319811036810279,0.9557293578982353,212.31
93323264,10067,9270,356,13.353530217148364,0.2,0.417957603931427,-0.023281577974557877,0.008474268,-3.6926205661147833,0.0003,0.12567615509033203,2659,0.0010955802154057892,0.13435734907398,0.9552027024328709,210.19
93585408,10101,9264,357,14.053949758186937,0.2,0.4200211465358734,-0.025388473644852638,0.010738984,-3.7239039670675993,0.0003,0.13231134414672852,2667,0.001597712613602198,0.12738828803412616,0.9557414762675762,221.26
93847552,10135,9259,358,13.309384322573896,0.2,0.4215756356716156,-0.024742212146520615,0.011868207,-3.7537731043994427,0.0003,0.12457895278930664,2675,0.0008002042854968749,0.13189311581663787,0.957075659185648,212.84
94109696,10170,9253,359,17.450396039299665,0.2,0.4235716760158539,-0.023838762193918228,0.008820693,-3.7828532364219427,0.0003,0.12445783615112305,2683,0.0009073383100712817,0.13253594480920583,0.9577762186527252,201.04
94371840,10204,9247,360,19.20457307105884,0.2,0.42407476902008057,-0.024981532245874405,0.008512685,-3.798271905630827,0.0003,0.10552406311035156,2691,0.0004422461038302572,0.13510662683984265,0.9585181884467602,223.73
94633984,10239,9242,361,22.451368346372618,0.2,0.4264962375164032,-0.02514369785785675,0.010434262,-3.8247276097536087,0.0003,0.12257766723632812,2699,0.0008534908743058622,0.1569846528582275,0.9512769840657711,225.2
94896128,10273,9236,362,18.70595995905809,0.2,0.4279666244983673,-0.022179044783115387,0.009642104,-3.8501632660627365,0.0003,0.11651849746704102,2707,0.0004673322719099815,0.14995171735063195,0.9525894187390804,223.87
95158272,10308,9230,363,15.374990303255618,0.2,0.4294792413711548,-0.025934088975191116,0.009276867,-3.877034030854702,0.0003,0.12389945983886719,2715,0.0010848902315956366,0.1494444158161059,0.9550604484975338,228.82
95420416,10344,9224,364,15.920555068068206,0.2,0.4316762685775757,-0.024346228688955307,0.008151447,-3.9070478938519955,0.0003,0.12407684326171875,2723,0.0011701598746185482,0.14764725230634212,0.9568962529301643,209.83
95682560,10379,9218,365,16.696352057917974,0.2,0.4330175817012787,-0.023494265973567963,0.011900827,-3.930757625028491,0.0003,0.11810874938964844,2731,0.0015171888230725017,0.1524293861584738,0.9550399892032146,216.84
95944704,10414,9212,366,17.345771493781356,0.2,0.43403464555740356,-0.02332427352666855,0.007719558,-3.947084689512849,0.0003,0.11126279830932617,2739,0.0003960033445764566,0.16660785779822618,0.954861469566822,220.66
96206848,10450,9206,367,15.492939031366259,0.2,0.4350745677947998,-0.023496298119425774,0.008410029,-3.964048994705081,0.0003,0.11034250259399414,2747,9.514940984445275e-05,0.16603479848708957,0.9559645764529705,210.83
96468992,10485,9199,368,19.713517034864054,0.2,0.43650808930397034,-0.023134609684348106,0.0077820066,-3.9844310134649277,0.0003,0.10759639739990234,2755,0.0008442501352874388,0.17233860620763153,0.9550504237413406,217.6
96731136,10521,9193,369,21.790348031837492,0.2,0.43729299306869507,-0.022181855514645576,0.008527732,-3.9967395402491093,0.0003,0.11093997955322266,2763,0.0006729067358719476,0.17693048261571676,0.9538451880216599,225.82
96993280,10555,9188,370,24.70052360875532,0.2,0.4373360872268677,-0.014317763969302177,0.015732845,-3.999996985707964,0.0003,0.14304460797991073,2764,0.004744883693222489,0.19305698999336787,0.9507539458572865,218.55
97255424,10590,9183,371,17.04773677041754,0.2,0.4384799301624298,-0.020324742421507835,0.010936868,-4.010477352887392,0.0003,0.12003421783447266,2772,0.0010232975428152713,0.19480068888515234,0.9523989148437977,212.71
97517568,10626,9177,372,21.57139400921762,0.2,0.43953046202659607,-0.022218070924282074,0.008651306,-4.03109959512949,0.0003,0.10796260833740234,2780,0.0010195827212555741,0.1974562737159431,0.9510492496192455,216.73
97779712,10662,9170,373,18.31037295078393,0.2,0.44099074602127075,-0.016237501055002213,0.008075512,-4.051979832351208,0.0003,0.10616493225097656,2788,0.0008530987388439826,0.20383655931800604,0.9526645243167877,203.7
98041856,10698,9164,374,18.0210256421566,0.2,0.4417549669742584,-0.019922610372304916,0.0081662,-4.065984793007374,0.0003,0.11187458038330078,2796,0.0009183237671095412,0.2149794128490612,0.9523274786770344,208.89
98304000,10734,9158,375,23.308659866014494,0.2,0.4430914521217346,-0.021144412457942963,0.009481711,-4.083147957921028,0.0003,0.11916637420654297,2804,0.0007051432939988445,0.2118566936114803,0.9511888846755028,212.24
98566144,10769,9152,376,16.537900845194237,0.2,0.44413837790489197,-0.017991211265325546,0.008103749,-4.097383417189121,0.0003,0.1218729019165039,2812,0.0009637906596253742,0.20450138405431062,0.9521851427853107,206.03
98828288,10804,9146,377,14.992679541781545,0.2,0.4455643594264984,-0.021093279123306274,0.0095291715,-4.118667848408222,0.0003,0.1191558837890625,2820,0.0008131113900162745,0.1990775887388736,0.9533459469676018,199.25
99090432,10840,9140,378,22.61956090686843,0.2,0.44812777638435364,-0.01973976567387581,0.010484238,-4.153035640716553,0.0003,0.12627172470092773,2828,0.0013644345942793734,0.1854080567136407,0.9567366279661655,221.84
99352576,10875,9135,379,23.01843224458862,0.2,0.449616014957428,-0.021967628970742226,0.009421058,-4.18157621845603,0.0003,0.11301803588867188,2836,0.0011304344329801097,0.19209748471621424,0.9556339420378208,223.6
99614720,10909,9131,380,21.365414298512043,0.2,0.4507874846458435,-0.024678826332092285,0.0075431713,-4.198471043258905,0.0003,0.11682271957397461,2844,0.0009366632534693053,0.18907575693447143,0.9560082070529461,216.98
99876864,10943,9126,381,21.76276407442987,0.2,0.4528718888759613,-0.021299932152032852,0.008433828,-4.224750090390444,0.0003,0.12199258804321289,2852,0.0013411656632342783,0.20144272840116173,0.954913679510355,211.37
100139008,10976,9122,382,24.469759494718165,0.2,0.455372154712677,-0.01834843121469021,0.008996813,-4.261270318180323,0.0003,0.10978937149047852,2860,0.0009833749425069982,0.21960686997044832,0.951352883130312,214.86
